,0,1
1792,300261.XSHE,4.57
1793,603612.XSHG,14.61
1794,300120.XSHE,6.35
1795,300355.XSHE,5.25
1796,002313.XSHE,20.6
1797,300649.XSHE,24.96
1798,600744.XSHG,2.7
1799,600094.XSHG,4.83
1800,002872.XSHE,10.13
1801,600339.XSHG,4.82
1802,300608.XSHE,18.47
1803,300625.XSHE,17.42
1804,600638.XSHG,8.19
1805,300222.XSHE,16.81
1806,600234.XSHG,7.36
1807,600805.XSHG,5.08
1808,600418.XSHG,4.94
1809,002498.XSHE,2.14
1810,601106.XSHG,2.86
1811,603689.XSHG,10.63
1812,002571.XSHE,5.58
1813,000858.XSHE,61.97
1814,603355.XSHG,26.88
1815,603359.XSHG,17.2
1816,002399.XSHE,18.09
1817,002527.XSHE,6.23
1818,002900.XSHE,14.14
1819,300470.XSHE,49.58
1820,603880.XSHG,15.3
1821,603819.XSHG,15.18
1822,000685.XSHE,7.31
1823,300738.XSHE,46.61
1824,002757.XSHE,29.41
1825,603088.XSHG,11.51
1826,600988.XSHG,4.63
1827,300271.XSHE,14.48
1828,002148.XSHE,5.97
1829,002254.XSHE,11.96
1830,300251.XSHE,8.19
1831,300079.XSHE,3.66
1832,002049.XSHE,43.35
1833,002445.XSHE,4.94
1834,600293.XSHG,4.44
1835,300661.XSHE,98.63
1836,600996.XSHG,7.15
1837,300313.XSHE,9.7
1838,603912.XSHG,13.9
1839,600118.XSHG,17.98
1840,002753.XSHE,11.94
1841,000025.XSHE,26.72
1842,600227.XSHG,3.34
1843,000402.XSHE,6.9
1844,603960.XSHG,31.23
1845,002557.XSHE,14.76
1846,603386.XSHG,23.49
1847,601788.XSHG,10.0
1848,300199.XSHE,11.29
1849,300063.XSHE,3.24
1850,300739.XSHE,22.81
1851,300366.XSHE,8.51
1852,300263.XSHE,4.89
1853,600759.XSHG,3.94
1854,600894.XSHG,5.75
1855,002561.XSHE,8.62
1856,300135.XSHE,2.62
1857,300492.XSHE,22.65
1858,600612.XSHG,33.92
1859,603822.XSHG,24.66
1860,603676.XSHG,14.97
1861,000557.XSHE,4.11
1862,000564.XSHE,3.04
1863,002877.XSHE,15.17
1864,600095.XSHG,4.02
1865,603696.XSHG,15.16
1866,000809.XSHE,2.66
1867,300505.XSHE,23.92
1868,600198.XSHG,6.14
1869,300125.XSHE,16.25
1870,300655.XSHE,19.18
1871,600179.XSHG,9.21
1872,000807.XSHE,5.45
1873,002833.XSHE,40.55
1874,300347.XSHE,53.83
1875,600966.XSHG,4.0
1876,600271.XSHG,29.92
1877,603527.XSHG,12.21
1878,601838.XSHG,8.78
1879,603968.XSHG,17.16
1880,600543.XSHG,7.42
1881,603338.XSHG,52.33
1882,002517.XSHE,4.79
1883,600536.XSHG,30.02
1884,300552.XSHE,16.8
1885,601881.XSHG,7.35
1886,002645.XSHE,10.74
1887,600423.XSHG,4.83
1888,603600.XSHG,7.33
1889,603630.XSHG,16.41
1890,600961.XSHG,6.66
1891,002656.XSHE,9.61
1892,002171.XSHE,5.8
1893,600197.XSHG,17.98
1894,002906.XSHE,12.1
1895,600573.XSHG,6.12
1896,600477.XSHG,4.57
1897,000835.XSHE,4.3
1898,300731.XSHE,30.5
1899,603129.XSHG,16.53
1900,603668.XSHG,8.38
1901,601990.XSHG,8.44
1902,002368.XSHE,33.95
1903,300593.XSHE,16.22
1904,600380.XSHG,9.94
1905,600462.XSHG,2.58
1906,000722.XSHE,5.84
1907,300551.XSHE,12.05
1908,603517.XSHG,39.63
1909,600175.XSHG,2.5
1910,002450.XSHE,17.08
1911,600730.XSHG,4.6
1912,300489.XSHE,13.15
1913,002891.XSHE,30.42
1914,300102.XSHE,6.3
1915,601989.XSHG,4.16
1916,300191.XSHE,18.08
1917,002457.XSHE,8.09
1918,600280.XSHG,8.4
1919,603898.XSHG,21.79
1920,002204.XSHE,3.17
1921,600666.XSHG,3.56
1922,002174.XSHE,15.23
1923,002337.XSHE,3.16
1924,601799.XSHG,49.99
1925,002567.XSHE,4.52
1926,002275.XSHE,14.27
1927,600740.XSHG,9.57
1928,600901.XSHG,6.88
1929,600810.XSHG,19.23
1930,002813.XSHE,25.97
1931,600926.XSHG,7.88
1932,300670.XSHE,35.57
1933,002667.XSHE,6.1
1934,002709.XSHE,23.07
1935,000737.XSHE,3.13
1936,002421.XSHE,3.57
1937,600505.XSHG,4.75
1938,000960.XSHE,10.06
1939,603329.XSHG,20.22
1940,000059.XSHE,6.78
1941,600647.XSHG,11.94
1942,600854.XSHG,4.05
1943,002551.XSHE,5.59
1944,000065.XSHE,8.36
1945,603917.XSHG,12.37
1946,000420.XSHE,2.23
1947,000919.XSHE,6.8
1948,300139.XSHE,9.14
1949,002359.XSHE,18.31
1950,300611.XSHE,10.56
1951,300094.XSHE,5.89
1952,002340.XSHE,5.58
1953,300358.XSHE,9.36
1954,300115.XSHE,10.14
1955,002899.XSHE,21.7
1956,603017.XSHG,10.41
1957,002698.XSHE,8.09
1958,000901.XSHE,9.96
1959,000721.XSHE,4.18
1960,300180.XSHE,10.86
1961,603015.XSHG,6.45
1962,002096.XSHE,5.81
1963,300557.XSHE,25.4
1964,600266.XSHG,8.65
1965,600083.XSHG,18.26
1966,002737.XSHE,18.91
1967,300454.XSHE,98.2
1968,300386.XSHE,12.56
1969,300354.XSHE,8.93
1970,002637.XSHE,7.81
1971,603716.XSHG,17.09
1972,300504.XSHE,27.92
1973,603897.XSHG,27.36
1974,603703.XSHG,8.26
1975,000159.XSHE,3.81
1976,600976.XSHG,18.5
1977,603999.XSHG,5.58
1978,000655.XSHE,3.45
1979,002068.XSHE,7.92
1980,000890.XSHE,4.82
1981,601021.XSHG,33.39
1982,603358.XSHG,18.01
1983,600691.XSHG,2.63
1984,002132.XSHE,2.98
1985,002178.XSHE,4.19
1986,601009.XSHG,7.31
1987,002322.XSHE,10.55
1988,300511.XSHE,8.05
1989,603203.XSHG,22.92
1990,601010.XSHG,2.87
1991,002029.XSHE,6.7
1992,600289.XSHG,2.65
1993,600566.XSHG,39.95
1994,300695.XSHE,58.3
1995,300609.XSHE,28.1
1996,300652.XSHE,19.18
1997,600886.XSHG,7.34
1998,000798.XSHE,5.87
1999,601608.XSHG,2.78
2000,601038.XSHG,5.18
2001,603809.XSHG,16.75
2002,600242.XSHG,13.08
2003,603179.XSHG,19.31
2004,601328.XSHG,5.65
2005,603987.XSHG,6.13
2006,000703.XSHE,16.68
2007,000531.XSHE,4.86
2008,000925.XSHE,5.39
2009,603608.XSHG,8.84
2010,002501.XSHE,3.64
2011,002164.XSHE,2.83
2012,300561.XSHE,17.28
2013,600062.XSHG,16.08
2014,600791.XSHG,3.76
2015,600007.XSHG,14.36
2016,002870.XSHE,16.74
2017,002079.XSHE,5.69
2018,603335.XSHG,6.22
2019,603895.XSHG,30.03
2020,300525.XSHE,21.03
2021,002920.XSHE,21.23
2022,600213.XSHG,7.0
2023,603315.XSHG,11.12
2024,002232.XSHE,7.81
2025,300283.XSHE,4.34
2026,300479.XSHE,13.86
2027,000650.XSHE,7.32
2028,000702.XSHE,5.37
2029,000151.XSHE,11.95
2030,002117.XSHE,14.65
2031,300662.XSHE,25.75
2032,601015.XSHG,6.56
2033,000966.XSHE,2.89
2034,002828.XSHE,14.75
2035,603081.XSHG,10.8
2036,000977.XSHE,27.47
2037,300130.XSHE,11.16
2038,002419.XSHE,11.04
2039,603722.XSHG,30.36
2040,002134.XSHE,6.21
2041,000989.XSHE,14.72
2042,300312.XSHE,8.53
2043,603505.XSHG,12.39
2044,002101.XSHE,8.11
2045,600717.XSHG,7.46
2046,603688.XSHG,12.42
2047,000927.XSHE,3.15
2048,002282.XSHE,9.54
2049,000869.XSHE,37.0
2050,603166.XSHG,6.03
2051,603603.XSHG,16.29
2052,300221.XSHE,9.0
2053,000939.XSHE,1.29
2054,300461.XSHE,23.9
2055,603323.XSHG,6.43
2056,300741.XSHE,33.03
2057,002466.XSHE,36.7
2058,600618.XSHG,7.4
2059,002226.XSHE,5.42
2060,000710.XSHE,44.51
2061,300459.XSHE,7.82
2062,600444.XSHG,10.39
2063,300028.XSHE,0.77
2064,600856.XSHG,4.14
2065,600260.XSHG,19.61
2066,000893.XSHE,3.92
2067,603585.XSHG,22.12
2068,603733.XSHG,20.67
2069,601858.XSHG,9.15
2070,000043.XSHE,6.9
2071,603589.XSHG,48.52
2072,002014.XSHE,5.94
2073,600675.XSHG,5.2
2074,603859.XSHG,16.08
2075,600876.XSHG,13.83
2076,002362.XSHE,17.48
2077,002859.XSHE,35.07
2078,002903.XSHE,26.13
2079,300210.XSHE,3.98
2080,002658.XSHE,7.4
2081,002532.XSHE,4.76
2082,601808.XSHG,10.48
2083,300621.XSHE,10.58
2084,603887.XSHG,14.09
2085,002684.XSHE,7.14
2086,600973.XSHG,3.78
2087,601677.XSHG,9.78
2088,600022.XSHG,1.77
2089,300458.XSHE,23.78
2090,600998.XSHG,15.19
2091,000403.XSHE,26.96
2092,002123.XSHE,8.16
2093,600071.XSHG,9.79
2094,600628.XSHG,6.85
2095,600122.XSHG,7.45
2096,300712.XSHE,15.97
2097,002024.XSHE,12.79
2098,002573.XSHE,11.55
2099,300626.XSHE,7.99
2100,002529.XSHE,8.76
2101,600483.XSHG,8.26
2102,002712.XSHE,16.48
2103,002166.XSHE,7.8
2104,002516.XSHE,3.48
2105,000755.XSHE,4.43
2106,002184.XSHE,10.13
2107,000626.XSHE,7.04
2108,601558.XSHG,1.15
2109,300463.XSHE,23.66
2110,600812.XSHG,4.5
2111,002393.XSHE,22.86
2112,300522.XSHE,18.71
2113,600847.XSHG,11.07
2114,000823.XSHE,7.38
2115,300382.XSHE,6.23
2116,300413.XSHE,37.27
2117,300082.XSHE,5.55
2118,300657.XSHE,29.88
2119,601101.XSHG,6.65
2120,300539.XSHE,8.01
2121,603566.XSHG,14.61
2122,600199.XSHG,5.26
2123,600724.XSHG,3.51
2124,300475.XSHE,9.0
2125,600997.XSHG,6.07
2126,000717.XSHE,7.21
2127,300373.XSHE,25.85
2128,300106.XSHE,7.22
2129,002374.XSHE,3.72
2130,600668.XSHG,12.95
2131,600742.XSHG,10.15
2132,600585.XSHG,36.95
2133,300499.XSHE,12.45
2134,002241.XSHE,8.93
2135,601339.XSHG,5.35
2136,600981.XSHG,4.13
2137,600273.XSHG,9.03
2138,002190.XSHE,17.3
2139,002316.XSHE,8.38
2140,002057.XSHE,6.27
2141,002518.XSHE,7.23
2142,603269.XSHG,15.18
2143,002303.XSHE,5.4
2144,002528.XSHE,3.85
2145,002160.XSHE,4.54
2146,603161.XSHG,17.0
2147,000002.XSHE,23.55
2148,300245.XSHE,9.18
2149,002586.XSHE,4.77
2150,300388.XSHE,8.57
2151,600651.XSHG,3.71
2152,600317.XSHG,2.32
2153,600367.XSHG,8.35
2154,000836.XSHE,4.1
2155,601128.XSHG,6.01
2156,603159.XSHG,20.25
2157,002653.XSHE,13.93
2158,600657.XSHG,3.82
2159,000651.XSHE,38.46
2160,002745.XSHE,17.2
2161,601992.XSHG,3.65
2162,600023.XSHG,4.88
2163,603111.XSHG,4.3
2164,600275.XSHG,2.52
2165,000636.XSHE,16.38
2166,002474.XSHE,7.77
2167,300696.XSHE,26.8
2168,300244.XSHE,18.48
2169,603033.XSHG,16.47
2170,601069.XSHG,15.26
2171,002197.XSHE,8.04
2172,300491.XSHE,13.72
2173,600052.XSHG,3.23
2174,002878.XSHE,22.84
2175,000056.XSHE,11.35
2176,300565.XSHE,13.46
2177,002510.XSHE,4.28
2178,603706.XSHG,36.0
2179,603501.XSHG,37.66
2180,000488.XSHE,6.59
2181,000671.XSHE,6.06
2182,600970.XSHG,6.67
2183,000605.XSHE,9.09
2184,002865.XSHE,19.67
2185,603801.XSHG,34.23
2186,603728.XSHG,13.09
2187,600416.XSHG,6.5
2188,002775.XSHE,7.07
2189,601899.XSHG,3.37
2190,002224.XSHE,5.74
2191,603020.XSHG,8.23
2192,002107.XSHE,7.38
2193,002415.XSHE,31.2
2194,002617.XSHE,12.25
2195,600830.XSHG,5.06
2196,300586.XSHE,14.0
2197,300176.XSHE,63.2
2198,600823.XSHG,4.24
2199,600322.XSHG,4.54
2200,600141.XSHG,11.18
2201,002003.XSHE,7.72
2202,000732.XSHE,16.14
2203,300600.XSHE,16.16
2204,300619.XSHE,27.48
2205,603086.XSHG,24.0
2206,002304.XSHE,113.85
2207,000868.XSHE,4.58
2208,600084.XSHG,3.98
2209,002242.XSHE,17.01
2210,300253.XSHE,14.08
2211,002440.XSHE,10.93
2212,002802.XSHE,22.43
2213,600716.XSHG,3.51
2214,002843.XSHE,12.75
2215,000609.XSHE,5.6
2216,000930.XSHE,9.5
2217,600211.XSHG,33.17
2218,603609.XSHG,8.42
2219,300556.XSHE,20.33
2220,002309.XSHE,12.74
2221,600297.XSHG,6.13
2222,002641.XSHE,3.38
2223,603477.XSHG,10.26
2224,600337.XSHG,5.4
2225,603139.XSHG,17.67
2226,300425.XSHE,4.32
2227,300057.XSHE,5.67
2228,600779.XSHG,40.8
2229,600257.XSHG,4.67
2230,300483.XSHE,22.9
2231,300384.XSHE,33.15
2232,002875.XSHE,15.15
2233,600091.XSHG,3.55
2234,300173.XSHE,5.31
2235,600026.XSHG,4.1
2236,300213.XSHE,5.95
2237,600302.XSHG,4.17
2238,002623.XSHE,16.61
2239,002028.XSHE,14.5
2240,002851.XSHE,25.47
2241,603045.XSHG,38.61
2242,300315.XSHE,4.04
2243,600983.XSHG,5.88
2244,002579.XSHE,9.03
2245,603918.XSHG,15.8
2246,603303.XSHG,10.02
2247,000425.XSHE,4.05
2248,603866.XSHG,55.55
2249,600419.XSHG,14.41
2250,000881.XSHE,8.05
2251,300025.XSHE,3.78
2252,002619.XSHE,3.67
2253,300085.XSHE,10.78
2254,600310.XSHG,3.83
2255,002556.XSHE,5.05
2256,002654.XSHE,4.89
2257,000768.XSHE,15.85
2258,603369.XSHG,17.87
2259,601965.XSHG,6.61
2260,600307.XSHG,2.13
2261,002852.XSHE,13.28
2262,601877.XSHG,22.1
2263,600557.XSHG,10.65
2264,600603.XSHG,3.86
2265,300192.XSHE,8.87
2266,002545.XSHE,6.51
2267,000069.XSHE,6.19
2268,002671.XSHE,5.48
2269,600270.XSHG,19.91
2270,002324.XSHE,10.95
2271,300226.XSHE,49.3
2272,603997.XSHG,10.87
2273,603659.XSHG,46.56
2274,000700.XSHE,3.43
2275,600421.XSHG,5.23
2276,002301.XSHE,11.42
2277,601789.XSHG,3.62
2278,002168.XSHE,10.75
2279,300045.XSHE,7.91
2280,000156.XSHE,8.21
2281,603357.XSHG,19.0
2282,300563.XSHE,26.14
2283,600621.XSHG,7.64
2284,300577.XSHE,31.73
2285,603196.XSHG,11.19
2286,300701.XSHE,33.64
2287,601800.XSHG,12.46
2288,300072.XSHE,13.55
2289,603665.XSHG,21.26
2290,603021.XSHG,6.45
2291,603648.XSHG,13.27
2292,300370.XSHE,3.22
2293,600500.XSHG,7.02
2294,300606.XSHE,18.1
2295,002766.XSHE,7.54
2296,300540.XSHE,13.43
2297,600428.XSHG,3.44
2298,600599.XSHG,10.89
2299,600385.XSHG,9.66
2300,600491.XSHG,6.76
2301,002687.XSHE,5.13
2302,300290.XSHE,6.23
2303,002604.XSHE,1.73
2304,300163.XSHE,3.18
2305,600015.XSHG,7.68
2306,603007.XSHG,10.0
2307,000507.XSHE,8.15
2308,002760.XSHE,14.07
2309,002800.XSHE,20.5
2310,002593.XSHE,3.21
2311,300703.XSHE,15.75
2312,603035.XSHG,14.13
2313,002842.XSHE,18.32
2314,603458.XSHG,36.03
2315,000961.XSHE,6.2
2316,603869.XSHG,17.88
2317,300480.XSHE,11.23
2318,603058.XSHG,10.85
2319,002548.XSHE,7.4
2320,002912.XSHE,101.45
2321,002244.XSHE,4.3
2322,600284.XSHG,4.98
2323,600381.XSHG,7.17
2324,002085.XSHE,7.0
2325,000806.XSHE,3.46
2326,600129.XSHG,13.0
2327,603232.XSHG,26.6
2328,002269.XSHE,2.83
2329,600727.XSHG,6.6
2330,000008.XSHE,4.22
2331,000550.XSHE,11.38
2332,300112.XSHE,7.97
2333,300575.XSHE,35.03
2334,300172.XSHE,6.08
2335,002569.XSHE,10.09
2336,300041.XSHE,9.5
2337,600231.XSHG,3.51
2338,002770.XSHE,3.21
2339,002475.XSHE,17.77
2340,600696.XSHG,3.86
2341,300395.XSHE,15.74
2342,600609.XSHG,4.58
2343,002614.XSHE,18.06
2344,300246.XSHE,13.3
2345,000889.XSHE,12.76
2346,300651.XSHE,37.07
2347,000926.XSHE,7.14
2348,002267.XSHE,7.01
2349,002125.XSHE,7.54
2350,002147.XSHE,14.76
2351,600969.XSHG,6.06
2352,600804.XSHG,11.1
2353,002826.XSHE,13.84
2354,601929.XSHG,2.18
2355,002508.XSHE,21.91
2356,300040.XSHE,5.51
2357,300507.XSHE,20.05
2358,300296.XSHE,9.35
2359,600479.XSHG,8.72
2360,600790.XSHG,3.56
2361,002268.XSHE,20.5
2362,603535.XSHG,20.17
2363,601116.XSHG,15.55
2364,002021.XSHE,2.85
2365,601669.XSHG,5.28
2366,600399.XSHG,5.5
2367,601188.XSHG,3.31
2368,000659.XSHE,2.92
2369,601066.XSHG,8.17
2370,000750.XSHE,3.36
2371,000938.XSHE,44.91
2372,300365.XSHE,23.74
2373,000975.XSHE,8.27
2374,600312.XSHG,4.95
2375,002836.XSHE,12.9
2376,300250.XSHE,11.64
2377,000598.XSHE,4.23
2378,000789.XSHE,12.53
2379,300332.XSHE,4.39
2380,300013.XSHE,8.33
2381,603639.XSHG,30.86
2382,600075.XSHG,5.82
2383,600874.XSHG,8.17
2384,300247.XSHE,4.35
2385,002898.XSHE,20.4
2386,002326.XSHE,7.64
2387,600558.XSHG,4.21
2388,600875.XSHG,7.17
2389,002104.XSHE,6.38
2390,002428.XSHE,6.7
2391,601088.XSHG,18.28
2392,000915.XSHE,15.91
2393,002367.XSHE,5.5
2394,600148.XSHG,17.22
2395,600626.XSHG,5.13
2396,002203.XSHE,8.73
2397,002929.XSHE,32.96
2398,002102.XSHE,2.93
2399,300243.XSHE,10.05
2400,600850.XSHG,19.67
2401,603799.XSHG,51.85
2402,600187.XSHG,2.93
2403,600623.XSHG,8.85
2404,002162.XSHE,3.14
2405,300148.XSHE,4.46
2406,000418.XSHE,44.43
2407,002373.XSHE,12.3
2408,300314.XSHE,9.88
2409,000301.XSHE,6.45
2410,603486.XSHG,47.07
2411,002772.XSHE,7.19
2412,002031.XSHE,2.08
2413,603737.XSHG,42.38
2414,603066.XSHG,9.44
2415,000401.XSHE,10.23
2416,600873.XSHG,4.04
2417,600157.XSHG,1.67
2418,600061.XSHG,8.69
2419,000012.XSHE,4.97
2420,603339.XSHG,17.12
2421,601168.XSHG,6.12
2422,600150.XSHG,11.57
2423,603165.XSHG,16.52
2424,600210.XSHG,3.18
2425,601801.XSHG,7.34
2426,000785.XSHE,7.49
2427,002773.XSHE,45.28
2428,300054.XSHE,7.59
2429,300598.XSHE,22.11
2430,000997.XSHE,14.05
2431,300416.XSHE,19.48
2432,002458.XSHE,18.47
2433,002640.XSHE,13.85
2434,002685.XSHE,7.09
2435,603988.XSHG,13.32
2436,600250.XSHG,6.37
2437,600781.XSHG,16.01
2438,002822.XSHE,5.46
2439,600343.XSHG,9.19
2440,002580.XSHE,6.06
2441,002452.XSHE,3.79
2442,000591.XSHE,3.45
2443,603089.XSHG,16.66
2444,002041.XSHE,6.68
2445,300018.XSHE,4.17
2446,600229.XSHG,7.05
2447,603680.XSHG,17.57
2448,000096.XSHE,10.1
2449,300688.XSHE,43.15
2450,000404.XSHE,4.12
2451,300536.XSHE,9.52
2452,603788.XSHG,17.3
2453,002070.XSHE,3.92
2454,300727.XSHE,20.7
2455,300638.XSHE,26.49
2456,300022.XSHE,4.1
2457,603197.XSHG,20.58
2458,603693.XSHG,18.13
2459,603103.XSHG,25.0
2460,002560.XSHE,4.11
2461,002139.XSHE,4.58
2462,600808.XSHG,3.93
2463,002668.XSHE,20.1
2464,300351.XSHE,9.91
2465,300407.XSHE,6.93
2466,300494.XSHE,11.19
2467,002718.XSHE,26.8
2468,300632.XSHE,12.81
2469,002576.XSHE,8.53
2470,300530.XSHE,31.02
2471,000007.XSHE,12.6
2472,002004.XSHE,4.95
2473,000980.XSHE,5.47
2474,002460.XSHE,30.13
2475,600409.XSHG,8.57
2476,002758.XSHE,8.21
2477,603533.XSHG,24.46
2478,600640.XSHG,9.31
2479,300254.XSHE,7.52
2480,601360.XSHG,25.53
2481,603615.XSHG,10.07
2482,600506.XSHG,10.05
2483,002167.XSHE,6.41
2484,601933.XSHG,7.5
2485,603108.XSHG,9.9
2486,601098.XSHG,12.01
2487,300352.XSHE,3.99
2488,603577.XSHG,9.49
2489,300035.XSHE,5.2
2490,600397.XSHG,2.27
2491,600714.XSHG,6.78
2492,300051.XSHE,7.13
2493,000761.XSHE,4.11
2494,300445.XSHE,13.18
2495,300090.XSHE,2.71
2496,000885.XSHE,10.21
2497,300707.XSHE,23.15
2498,000595.XSHE,3.41
2499,603328.XSHG,9.95
2500,300276.XSHE,11.38
2501,600300.XSHG,3.12
2502,603444.XSHG,136.06
2503,300584.XSHE,30.6
2504,600977.XSHG,13.21
2505,002144.XSHE,10.69
2506,000652.XSHE,2.94
2507,300643.XSHE,9.24
2508,002264.XSHE,7.88
2509,600480.XSHG,8.99
2510,300477.XSHE,10.54
2511,000970.XSHE,8.38
2512,603098.XSHG,10.97
2513,300092.XSHE,6.08
2514,300331.XSHE,12.83
2515,600228.XSHG,7.56
2516,603555.XSHG,6.82
2517,600734.XSHG,6.74
2518,000767.XSHE,2.73
2519,300697.XSHE,11.57
2520,300157.XSHE,5.7
2521,600241.XSHG,6.47
2522,300465.XSHE,7.86
2523,000616.XSHE,2.56
2524,002172.XSHE,4.18
2525,601811.XSHG,9.31
2526,002377.XSHE,6.13
2527,603721.XSHG,16.16
2528,300550.XSHE,33.8
2529,000572.XSHE,2.8
2530,002291.XSHE,6.14
2531,600262.XSHG,19.0
2532,601939.XSHG,6.88
2533,603499.XSHG,20.2
2534,603377.XSHG,13.47
2535,300385.XSHE,16.45
2536,000039.XSHE,11.04
2537,002536.XSHE,9.24
2538,002562.XSHE,5.06
2539,002729.XSHE,22.5
2540,000683.XSHE,2.75
2541,000619.XSHE,6.32
2542,300542.XSHE,17.21
2543,603976.XSHG,14.38
2544,002409.XSHE,16.94
2545,600741.XSHG,20.63
2546,600596.XSHG,14.62
2547,002297.XSHE,5.7
2548,300257.XSHE,11.8
2549,600719.XSHG,4.15
2550,002379.XSHE,3.16
2551,002759.XSHE,8.2
2552,603222.XSHG,11.03
2553,300031.XSHE,12.54
2554,000712.XSHE,7.91
2555,002239.XSHE,2.93
2556,601336.XSHG,47.03
2557,300682.XSHE,14.45
2558,601228.XSHG,4.97
2559,300432.XSHE,7.07
2560,300330.XSHE,7.98
2561,002883.XSHE,20.79
2562,000615.XSHE,6.3
2563,002069.XSHE,3.77
2564,601138.XSHG,14.7
2565,002724.XSHE,5.53
2566,000908.XSHE,4.58
2567,600600.XSHG,34.37
2568,300275.XSHE,7.9
2569,300220.XSHE,11.61
2570,600221.XSHG,1.99
2571,603856.XSHG,16.52
2572,300570.XSHE,16.96
2573,000058.XSHE,4.96
2574,001979.XSHE,17.7
2575,300228.XSHE,5.32
2576,603998.XSHG,6.11
2577,000910.XSHE,14.04
2578,600155.XSHG,6.67
2579,603028.XSHG,7.12
2580,603110.XSHG,12.83
2581,600986.XSHG,4.75
2582,000566.XSHE,6.42
2583,600614.XSHG,4.45
2584,603661.XSHG,34.9
2585,600708.XSHG,3.93
2586,002116.XSHE,7.39
2587,603319.XSHG,23.45
2588,002748.XSHE,7.79
2589,000996.XSHE,9.28
2590,601766.XSHG,8.12
2591,002926.XSHE,9.27
2592,600420.XSHG,10.02
2593,300349.XSHE,18.43
2594,600182.XSHG,25.52
2595,002620.XSHE,6.57
2596,002879.XSHE,12.93
2597,002763.XSHE,8.85
2598,000567.XSHE,11.96
2599,603709.XSHG,23.69
2600,002439.XSHE,18.55
2601,300513.XSHE,24.03
2602,603800.XSHG,12.47
2603,600971.XSHG,6.3
2604,002354.XSHE,6.79
2605,300136.XSHE,33.22
2606,601225.XSHG,7.39
2607,000792.XSHE,8.66
2608,603713.XSHG,48.05
2609,600169.XSHG,2.36
2610,300342.XSHE,12.25
2611,000630.XSHE,2.11
2612,600222.XSHG,4.03
2613,300344.XSHE,7.05
2614,603128.XSHG,5.73
2615,300204.XSHE,10.27
2616,600732.XSHG,4.16
2617,002547.XSHE,3.2
2618,600635.XSHG,3.55
2619,000678.XSHE,5.11
2620,600037.XSHG,9.51
2621,601901.XSHG,5.9
2622,000521.XSHE,3.27
2623,600100.XSHG,9.3
2624,603607.XSHG,19.76
2625,000603.XSHE,7.37
2626,601628.XSHG,22.12
2627,300185.XSHE,1.81
2628,002219.XSHE,3.05
2629,002485.XSHE,24.17
2630,000606.XSHE,6.06
2631,002161.XSHE,6.88
2632,300044.XSHE,6.04
2633,300740.XSHE,29.91
2634,600572.XSHG,6.97
2635,600138.XSHG,15.45
2636,300207.XSHE,9.22
2637,600077.XSHG,3.05
2638,600784.XSHG,4.87
2639,601229.XSHG,11.83
2640,300062.XSHE,5.11
2641,000978.XSHE,6.04
2642,000661.XSHE,229.51
2643,600577.XSHG,3.46
2644,600188.XSHG,11.01
2645,002420.XSHE,3.81
2646,600120.XSHG,12.48
2647,600644.XSHG,4.74
2648,600097.XSHG,10.66
2649,000969.XSHE,5.43
2650,300024.XSHE,16.36
2651,600592.XSHG,6.16
2652,600299.XSHG,11.93
2653,300182.XSHE,6.2
2654,600375.XSHG,4.16
2655,000886.XSHE,4.17
2656,601311.XSHG,11.14
2657,600130.XSHG,3.18
2658,000796.XSHE,8.3
2659,300127.XSHE,12.16
2660,300311.XSHE,6.39
2661,002155.XSHE,6.36
