,0,1
2662,603127.XSHG,49.65
2663,600861.XSHG,6.5
2664,300677.XSHE,17.1
2665,600390.XSHG,7.71
2666,603558.XSHG,8.41
2667,000631.XSHE,3.35
2668,603806.XSHG,23.45
2669,002426.XSHE,3.23
2670,002909.XSHE,16.99
2671,002270.XSHE,4.25
2672,002472.XSHE,7.18
2673,603225.XSHG,22.75
2674,002783.XSHE,7.57
2675,600605.XSHG,9.0
2676,603667.XSHG,8.86
2677,600069.XSHG,3.5
2678,600355.XSHG,3.86
2679,601777.XSHG,4.64
2680,300666.XSHE,47.43
2681,300212.XSHE,26.95
2682,603167.XSHG,9.03
2683,603808.XSHG,17.53
2684,603993.XSHG,4.73
2685,002430.XSHE,12.26
2686,002342.XSHE,3.47
2687,000593.XSHE,7.13
2688,002005.XSHE,3.09
2689,300618.XSHE,129.0
2690,002390.XSHE,5.74
2691,300256.XSHE,3.47
2692,002468.XSHE,16.22
2693,603886.XSHG,17.97
2694,002192.XSHE,17.25
2695,300239.XSHE,4.1
2696,603619.XSHG,23.82
2697,002082.XSHE,9.59
2698,300208.XSHE,7.15
2699,603909.XSHG,29.25
2700,002584.XSHE,5.33
2701,000513.XSHE,38.92
2702,002058.XSHE,9.67
2703,000791.XSHE,4.62
2704,000691.XSHE,3.82
2705,002146.XSHE,8.0
2706,600831.XSHG,5.46
2707,300307.XSHE,5.5
2708,300456.XSHE,25.43
2709,002389.XSHE,11.87
2710,000905.XSHE,7.33
2711,300725.XSHE,60.68
2712,600736.XSHG,5.76
2713,300029.XSHE,5.92
2714,000565.XSHE,5.07
2715,603618.XSHG,5.59
2716,600637.XSHG,9.89
2717,600093.XSHG,10.01
2718,000813.XSHE,7.95
2719,002659.XSHE,10.1
2720,300211.XSHE,5.08
2721,002018.XSHE,1.36
2722,600939.XSHG,5.05
2723,000801.XSHE,4.64
2724,002541.XSHE,7.97
2725,601601.XSHG,33.17
2726,300497.XSHE,18.35
2727,600081.XSHG,8.99
2728,300144.XSHE,22.79
2729,002624.XSHE,24.13
2730,600750.XSHG,15.35
2731,000829.XSHE,8.46
2732,002193.XSHE,12.95
2733,002065.XSHE,8.83
2734,300535.XSHE,13.82
2735,601566.XSHG,13.69
2736,603385.XSHG,9.12
2737,603067.XSHG,10.57
2738,300126.XSHE,4.69
2739,600295.XSHG,8.72
2740,002097.XSHE,6.62
2741,300547.XSHE,19.0
2742,600517.XSHG,3.58
2743,002880.XSHE,44.0
2744,002071.XSHE,5.03
2745,603900.XSHG,13.1
2746,603348.XSHG,26.78
2747,600633.XSHG,8.75
2748,000681.XSHE,29.12
2749,603388.XSHG,12.02
2750,002693.XSHE,5.12
2751,603789.XSHG,12.1
2752,300448.XSHE,9.92
2753,300299.XSHE,4.68
2754,601872.XSHG,3.3
2755,300284.XSHE,9.51
2756,000882.XSHE,2.58
2757,600320.XSHG,3.37
2758,002109.XSHE,4.28
2759,300672.XSHE,51.37
2760,300077.XSHE,8.05
2761,000665.XSHE,7.86
2762,000708.XSHE,9.89
2763,002672.XSHE,12.31
2764,000967.XSHE,6.68
2765,603186.XSHG,14.62
2766,603198.XSHG,15.0
2767,002606.XSHE,4.14
2768,002638.XSHE,3.35
2769,600208.XSHG,3.15
2770,002433.XSHE,5.5
2771,600313.XSHG,2.74
2772,002850.XSHE,20.43
2773,600728.XSHG,6.96
2774,000917.XSHE,5.05
2775,300357.XSHE,42.7
2776,002827.XSHE,13.77
2777,600539.XSHG,5.94
2778,000656.XSHE,5.17
2779,600844.XSHG,5.36
2780,600055.XSHG,8.51
2781,600825.XSHG,4.2
2782,002050.XSHE,12.14
2783,300746.XSHE,21.6
2784,300152.XSHE,2.7
2785,300457.XSHE,25.15
2786,601595.XSHG,13.96
2787,600630.XSHG,7.07
2788,600168.XSHG,6.25
2789,300179.XSHE,4.15
2790,600279.XSHG,4.32
2791,300736.XSHE,25.2
2792,600705.XSHG,4.47
2793,002446.XSHE,6.9
2794,300164.XSHE,7.92
2795,002067.XSHE,3.67
2796,600306.XSHG,6.38
2797,300194.XSHE,4.24
2798,002714.XSHE,22.88
2799,601166.XSHG,15.08
2800,603939.XSHG,51.56
2801,000155.XSHE,4.85
2802,002788.XSHE,14.1
2803,000031.XSHE,5.7
2804,300730.XSHE,20.89
2805,002369.XSHE,8.82
2806,300140.XSHE,8.06
2807,002277.XSHE,4.19
2808,600820.XSHG,5.99
2809,300571.XSHE,61.38
2810,000568.XSHE,43.14
2811,000666.XSHE,18.29
2812,601127.XSHG,16.75
2813,002719.XSHE,24.6
2814,300042.XSHE,26.92
2815,300193.XSHE,6.43
2816,300260.XSHE,11.94
2817,300438.XSHE,16.27
2818,603738.XSHG,15.48
2819,600114.XSHG,8.1
2820,002618.XSHE,19.67
2821,603860.XSHG,24.81
2822,600778.XSHG,4.84
2823,603979.XSHG,8.82
2824,601113.XSHG,6.81
2825,600751.XSHG,6.49
2826,002401.XSHE,10.3
2827,000590.XSHE,9.94
2828,300398.XSHE,18.68
2829,603078.XSHG,33.77
2830,300620.XSHE,43.53
2831,000718.XSHE,3.31
2832,002592.XSHE,13.03
2833,002098.XSHE,16.31
2834,600327.XSHG,4.63
2835,002482.XSHE,5.9
2836,600219.XSHG,2.73
2837,300007.XSHE,11.37
2838,002677.XSHE,13.68
2839,600803.XSHG,13.62
2840,002334.XSHE,5.13
2841,002601.XSHE,13.56
2842,300648.XSHE,21.01
2843,000711.XSHE,12.02
2844,600528.XSHG,10.34
2845,600729.XSHG,29.56
2846,603037.XSHG,20.53
2847,300374.XSHE,9.42
2848,603787.XSHG,9.0
2849,000928.XSHE,5.12
2850,600456.XSHG,15.68
2851,600531.XSHG,4.19
2852,002137.XSHE,7.29
2853,300075.XSHE,12.03
2854,300487.XSHE,28.33
2855,603117.XSHG,4.19
2856,000538.XSHE,78.0
2857,002846.XSHE,11.63
2858,002887.XSHE,18.07
2859,601699.XSHG,7.93
2860,601500.XSHG,7.28
2861,601668.XSHG,5.33
2862,600319.XSHG,4.87
2863,000860.XSHE,43.42
2864,002386.XSHE,6.43
2865,002467.XSHE,5.23
2866,002762.XSHE,6.26
2867,000001.XSHE,10.19
2868,300436.XSHE,24.26
2869,600561.XSHG,5.84
2870,300588.XSHE,13.66
2871,002650.XSHE,4.86
2872,000993.XSHE,5.21
2873,300266.XSHE,3.42
2874,002188.XSHE,3.38
2875,300333.XSHE,8.0
2876,300289.XSHE,6.79
2877,600365.XSHG,4.08
2878,600619.XSHG,11.99
2879,002196.XSHE,6.31
2880,300546.XSHE,25.69
2881,000698.XSHE,4.15
2882,600252.XSHG,2.91
2883,603843.XSHG,9.09
2884,300177.XSHE,12.66
2885,002484.XSHE,6.11
2886,002520.XSHE,6.67
2887,601179.XSHG,3.38
2888,300408.XSHE,24.5
2889,000088.XSHE,5.54
2890,002884.XSHE,19.75
2891,603042.XSHG,16.35
2892,000021.XSHE,6.14
2893,002240.XSHE,11.84
2894,002256.XSHE,3.61
2895,300150.XSHE,4.9
2896,000625.XSHE,6.98
2897,600682.XSHG,10.75
2898,603903.XSHG,25.99
2899,600634.XSHG,2.54
2900,600469.XSHG,3.47
2901,300305.XSHE,5.67
2902,600145.XSHG,7.4
2903,002356.XSHE,11.12
2904,600485.XSHG,14.6
2905,000822.XSHE,6.33
2906,002697.XSHE,4.77
2907,002251.XSHE,9.05
2908,603617.XSHG,17.58
2909,600602.XSHG,5.81
2910,603963.XSHG,16.53
2911,600452.XSHG,15.8
2912,002832.XSHE,36.0
2913,300690.XSHE,18.89
2914,600425.XSHG,3.1
2915,002734.XSHE,10.73
2916,600671.XSHG,16.36
2917,002059.XSHE,7.28
2918,300635.XSHE,13.07
2919,000949.XSHE,2.96
2920,603506.XSHG,23.37
2921,002072.XSHE,6.74
2922,601678.XSHG,5.5
2923,300503.XSHE,9.26
2924,603080.XSHG,29.84
2925,300183.XSHE,13.75
2926,600403.XSHG,4.3
2927,603500.XSHG,11.4
2928,600765.XSHG,7.73
2929,300392.XSHE,6.82
2930,600546.XSHG,3.55
2931,300612.XSHE,17.66
2932,002615.XSHE,5.22
2933,600321.XSHG,1.86
2934,300181.XSHE,4.41
2935,600359.XSHG,4.86
2936,300198.XSHE,3.45
2937,600642.XSHG,5.09
2938,600731.XSHG,4.75
2939,600057.XSHG,4.98
2940,300233.XSHE,14.42
2941,002042.XSHE,6.99
2942,002364.XSHE,10.95
2943,600540.XSHG,4.47
2944,002930.XSHE,28.28
2945,603096.XSHG,74.24
2946,002849.XSHE,14.74
2947,603908.XSHG,22.19
2948,603882.XSHG,21.15
2949,002412.XSHE,15.05
2950,300030.XSHE,5.73
2951,300687.XSHE,19.95
2952,002044.XSHE,16.01
2953,002496.XSHE,2.32
2954,000516.XSHE,5.66
2955,002871.XSHE,18.03
2956,603018.XSHG,16.74
2957,002129.XSHE,7.58
2958,002895.XSHE,13.36
2959,603223.XSHG,11.02
2960,000958.XSHE,3.57
2961,000995.XSHE,5.7
2962,300286.XSHE,8.19
2963,002913.XSHE,42.39
2964,600180.XSHG,8.82
2965,002246.XSHE,8.1
2966,002572.XSHE,22.09
2967,600146.XSHG,8.88
2968,300329.XSHE,8.28
2969,002179.XSHE,42.38
2970,000837.XSHE,4.59
2971,002015.XSHE,4.87
2972,300699.XSHE,39.7
2973,601288.XSHG,3.64
2974,002664.XSHE,22.69
2975,300362.XSHE,9.68
2976,300084.XSHE,4.71
2977,603160.XSHG,76.42
2978,000757.XSHE,5.16
2979,300158.XSHE,3.84
2980,300105.XSHE,4.14
2981,000782.XSHE,5.13
2982,300495.XSHE,12.5
2983,002382.XSHE,19.0
2984,002328.XSHE,5.25
2985,002544.XSHE,12.24
2986,600787.XSHG,7.0
2987,002673.XSHE,8.02
2988,002583.XSHE,8.13
2989,300430.XSHE,8.29
2990,002408.XSHE,12.4
2991,300397.XSHE,11.28
2992,600532.XSHG,3.36
2993,000534.XSHE,11.53
2994,603488.XSHG,7.88
2995,300623.XSHE,32.84
2996,002414.XSHE,16.01
2997,002305.XSHE,2.6
2998,603901.XSHG,8.59
2999,600917.XSHG,7.09
3000,600560.XSHG,7.65
3001,300227.XSHE,9.85
3002,002133.XSHE,3.97
3003,000570.XSHE,4.12
3004,600290.XSHG,3.83
3005,000586.XSHE,9.22
3006,300301.XSHE,4.23
3007,600583.XSHG,6.21
3008,603158.XSHG,16.95
3009,002136.XSHE,8.79
3010,600679.XSHG,14.42
3011,300616.XSHE,83.1
3012,002284.XSHE,5.21
3013,000627.XSHE,6.31
3014,300460.XSHE,9.83
3015,300327.XSHE,22.55
3016,000411.XSHE,13.84
3017,002213.XSHE,10.19
3018,000892.XSHE,4.35
3019,600800.XSHG,5.47
3020,300034.XSHE,10.31
3021,300683.XSHE,27.9
3022,002680.XSHE,3.26
3023,300048.XSHE,2.54
3024,300083.XSHE,3.84
3025,002711.XSHE,3.74
3026,603969.XSHG,7.0
3027,002273.XSHE,11.77
3028,002198.XSHE,5.7
3029,002255.XSHE,4.92
3030,300671.XSHE,27.16
3031,300490.XSHE,11.91
3032,300280.XSHE,33.01
3033,600615.XSHG,8.75
3034,600340.XSHG,25.19
3035,600818.XSHG,12.1
3036,300663.XSHE,16.0
3037,300145.XSHE,4.25
3038,300605.XSHE,16.28
3039,600743.XSHG,2.44
3040,000029.XSHE,11.17
3041,300001.XSHE,12.42
3042,601108.XSHG,9.85
3043,300478.XSHE,17.54
3044,600429.XSHG,5.25
3045,601012.XSHG,13.84
3046,601000.XSHG,2.44
3047,300390.XSHE,9.4
3048,000720.XSHE,3.68
3049,600565.XSHG,2.92
3050,002265.XSHE,10.35
3051,603133.XSHG,16.72
3052,002816.XSHE,13.82
3053,600467.XSHG,2.55
3054,300268.XSHE,10.89
3055,600835.XSHG,15.36
3056,600056.XSHG,17.03
3057,002153.XSHE,37.83
3058,603679.XSHG,25.77
3059,002798.XSHE,31.94
3060,600710.XSHG,4.37
3061,300400.XSHE,15.57
3062,600038.XSHG,38.42
3063,000014.XSHE,10.38
3064,002721.XSHE,7.03
3065,600354.XSHG,5.12
3066,300496.XSHE,27.3
3067,600936.XSHG,4.54
3068,002741.XSHE,15.36
3069,300273.XSHE,5.8
3070,000407.XSHE,4.52
3071,002747.XSHE,11.7
3072,002820.XSHE,13.32
3073,000028.XSHE,47.64
3074,300613.XSHE,120.78
3075,000825.XSHE,6.0
3076,002552.XSHE,4.92
3077,600747.XSHG,1.55
3078,600895.XSHG,9.95
3079,002923.XSHE,25.8
3080,002191.XSHE,8.29
3081,000998.XSHE,16.1
3082,002743.XSHE,6.42
3083,300189.XSHE,2.69
3084,600193.XSHG,2.72
3085,600789.XSHG,12.57
3086,002234.XSHE,14.17
3087,000620.XSHE,5.43
3088,002756.XSHE,14.42
3089,000610.XSHE,6.42
3090,600677.XSHG,9.1
3091,002553.XSHE,6.3
3092,603010.XSHG,14.66
3093,300411.XSHE,7.47
3094,300615.XSHE,15.83
3095,002286.XSHE,7.2
3096,603823.XSHG,15.2
3097,002587.XSHE,5.49
3098,300676.XSHE,73.39
3099,600391.XSHG,13.6
3100,600172.XSHG,3.5
3101,002212.XSHE,11.75
3102,600661.XSHG,24.06
3103,300348.XSHE,29.18
3104,600078.XSHG,3.44
3105,002808.XSHE,11.34
3106,002221.XSHE,8.54
3107,600746.XSHG,5.32
3108,000726.XSHE,9.37
3109,600258.XSHG,18.44
3110,601100.XSHG,23.08
3111,000731.XSHE,5.53
3112,300056.XSHE,5.37
3113,600128.XSHG,6.3
3114,600639.XSHG,10.94
3115,300099.XSHE,4.67
3116,002258.XSHE,18.99
3117,600318.XSHG,11.04
3118,002470.XSHE,6.42
3119,002791.XSHE,10.37
3120,603029.XSHG,13.9
3121,300435.XSHE,10.19
3122,600980.XSHG,11.45
3123,600767.XSHG,4.05
3124,601666.XSHG,4.02
3125,000523.XSHE,4.51
3126,300405.XSHE,7.89
3127,300558.XSHE,41.91
3128,300404.XSHE,14.82
3129,603000.XSHG,7.8
3130,600797.XSHG,8.94
3131,300272.XSHE,7.3
3132,000753.XSHE,2.93
3133,300439.XSHE,16.34
3134,002281.XSHE,26.46
3135,300700.XSHE,32.3
3136,603320.XSHG,17.39
3137,600328.XSHG,7.97
3138,600673.XSHG,7.72
3139,002030.XSHE,17.99
3140,601177.XSHG,6.14
3141,300108.XSHE,7.84
3142,600653.XSHG,2.0
3143,002312.XSHE,3.3
3144,300298.XSHE,13.55
3145,600439.XSHG,3.06
3146,002054.XSHE,4.77
3147,600695.XSHG,3.19
3148,600033.XSHG,2.96
3149,000709.XSHE,2.93
3150,002595.XSHE,13.61
3151,300012.XSHE,5.56
3152,300417.XSHE,16.46
3153,002888.XSHE,18.93
3154,603030.XSHG,6.3
3155,002200.XSHE,6.46
3156,000728.XSHE,6.65
3157,300103.XSHE,7.37
3158,002432.XSHE,6.33
3159,002013.XSHE,8.16
3160,300002.XSHE,3.85
3161,603598.XSHG,9.8
3162,601366.XSHG,8.48
3163,600135.XSHG,6.73
3164,002349.XSHE,5.46
3165,002809.XSHE,17.91
3166,002001.XSHE,15.13
3167,002796.XSHE,22.33
3168,000544.XSHE,6.72
3169,600455.XSHG,22.35
3170,600060.XSHG,10.0
3171,600098.XSHG,6.1
3172,300541.XSHE,13.67
3173,300452.XSHE,13.38
3174,300419.XSHE,6.37
3175,002651.XSHE,4.89
3176,300240.XSHE,6.93
3177,300449.XSHE,16.84
3178,600088.XSHG,8.94
3179,603729.XSHG,17.82
3180,000902.XSHE,8.89
3181,601689.XSHG,16.25
3182,603515.XSHG,28.0
3183,600794.XSHG,2.8
3184,600684.XSHG,4.39
3185,000027.XSHE,5.29
3186,300356.XSHE,5.25
3187,600190.XSHG,3.09
3188,600123.XSHG,7.08
3189,603305.XSHG,24.59
3190,603970.XSHG,19.1
3191,002695.XSHE,11.62
3192,600802.XSHG,8.44
3193,603083.XSHG,25.6
3194,600975.XSHG,4.05
3195,002358.XSHE,14.4
3196,601969.XSHG,5.05
3197,601918.XSHG,3.88
3198,300114.XSHE,10.19
3199,000900.XSHE,4.13
3200,002135.XSHE,5.26
3201,300675.XSHE,27.92
3202,601900.XSHG,8.68
3203,002732.XSHE,17.76
3204,000633.XSHE,4.76
3205,600021.XSHG,7.46
3206,000848.XSHE,8.61
3207,601866.XSHG,2.3
3208,300629.XSHE,19.67
3209,300335.XSHE,7.31
3210,600692.XSHG,6.67
3211,600648.XSHG,17.85
3212,002908.XSHE,26.68
3213,000876.XSHE,6.03
3214,600588.XSHG,28.8
3215,300310.XSHE,5.18
3216,600316.XSHG,9.17
3217,600613.XSHG,6.0
3218,002540.XSHE,5.02
3219,000068.XSHE,2.91
3220,002407.XSHE,11.99
3221,000611.XSHE,5.73
3222,600568.XSHG,2.62
3223,002886.XSHE,19.05
3224,002157.XSHE,3.78
3225,300669.XSHE,20.37
3226,002100.XSHE,5.69
3227,002738.XSHE,16.0
3228,600862.XSHG,5.85
3229,600291.XSHG,12.38
3230,300685.XSHE,56.53
3231,002847.XSHE,25.3
3232,002250.XSHE,7.77
3233,600246.XSHG,3.92
3234,600104.XSHG,29.06
3235,603677.XSHG,12.85
3236,300582.XSHE,10.95
3237,002631.XSHE,7.42
3238,603556.XSHG,14.3
3239,002897.XSHE,21.5
3240,002681.XSHE,4.6
3241,600305.XSHG,10.01
3242,000153.XSHE,6.12
3243,300555.XSHE,8.75
3244,601011.XSHG,5.97
3245,600096.XSHG,5.17
3246,002777.XSHE,26.73
3247,600593.XSHG,24.79
3248,002568.XSHE,11.18
3249,002575.XSHE,3.83
3250,000423.XSHE,46.36
3251,002036.XSHE,10.56
3252,002272.XSHE,3.98
3253,600578.XSHG,3.11
3254,000416.XSHE,4.14
3255,002346.XSHE,11.29
3256,300014.XSHE,13.65
3257,603383.XSHG,29.45
3258,002310.XSHE,11.66
3259,601199.XSHG,4.11
3260,300595.XSHE,37.09
3261,300410.XSHE,21.4
3262,300055.XSHE,9.76
3263,002243.XSHE,7.6
3264,600645.XSHG,20.37
3265,600685.XSHG,10.85
3266,600493.XSHG,5.3
3267,603278.XSHG,15.74
3268,002425.XSHE,4.53
3269,603229.XSHG,14.32
3270,600748.XSHG,4.9
3271,000004.XSHE,17.4
3272,002609.XSHE,8.04
3273,600303.XSHG,5.08
3274,600027.XSHG,3.64
3275,002395.XSHE,11.28
3276,002403.XSHE,8.39
3277,000045.XSHE,6.63
3278,300203.XSHE,26.14
3279,600985.XSHG,10.19
3280,600701.XSHG,4.97
3281,002771.XSHE,13.75
3282,002027.XSHE,8.45
3283,601001.XSHG,4.72
3284,600535.XSHG,22.66
3285,002074.XSHE,13.05
3286,600711.XSHG,7.35
3287,300086.XSHE,7.15
3288,600575.XSHG,3.18
3289,002332.XSHE,7.39
3290,603012.XSHG,6.85
3291,002276.XSHE,5.27
3292,002486.XSHE,3.15
3293,000526.XSHE,28.18
3294,600880.XSHG,3.61
3295,000693.XSHE,3.31
3296,002084.XSHE,4.52
3297,002206.XSHE,4.15
3298,002019.XSHE,12.42
3299,603238.XSHG,15.72
3300,603009.XSHG,7.0
3301,300468.XSHE,16.47
3302,601369.XSHG,6.49
3303,300418.XSHE,14.4
3304,600112.XSHG,3.23
3305,600238.XSHG,6.65
3306,600490.XSHG,8.67
3307,002554.XSHE,3.08
3308,603337.XSHG,32.28
3309,603013.XSHG,20.59
3310,600562.XSHG,15.65
3311,002416.XSHE,5.7
3312,002186.XSHE,12.96
3313,601518.XSHG,2.87
3314,600177.XSHG,7.05
3315,600877.XSHG,5.09
3316,600965.XSHG,10.91
3317,600706.XSHG,12.67
3318,601008.XSHG,3.34
3319,300579.XSHE,27.14
3320,002701.XSHE,5.49
3321,000922.XSHE,6.31
3322,002142.XSHE,16.74
3323,603157.XSHG,12.27
3324,300153.XSHE,7.16
3325,002086.XSHE,6.68
3326,603578.XSHG,23.74
3327,600715.XSHG,4.85
3328,600982.XSHG,3.25
3329,600408.XSHG,3.13
3330,000006.XSHE,5.39
3331,600769.XSHG,4.6
3332,002266.XSHE,3.61
3333,000705.XSHE,6.65
3334,300380.XSHE,18.23
3335,603416.XSHG,23.8
3336,002381.XSHE,6.63
3337,300644.XSHE,36.27
3338,600807.XSHG,2.3
3339,300004.XSHE,3.76
3340,603156.XSHG,48.52
3341,600161.XSHG,18.35
3342,300081.XSHE,8.7
3343,000639.XSHE,8.38
3344,300426.XSHE,8.03
3345,002867.XSHE,27.31
3346,600522.XSHG,8.97
3347,601333.XSHG,3.72
3348,600401.XSHG,0.87
3349,600559.XSHG,17.39
3350,600749.XSHG,8.9
3351,603528.XSHG,7.17
3352,600133.XSHG,5.94
3353,002235.XSHE,6.59
3354,600859.XSHG,16.1
3355,000679.XSHE,4.09
3356,000585.XSHE,2.08
3357,002207.XSHE,4.35
3358,000888.XSHE,6.91
3359,300433.XSHE,11.85
3360,600398.XSHG,9.7
3361,600785.XSHG,18.1
3362,300601.XSHE,46.3
3363,300428.XSHE,10.6
3364,002091.XSHE,5.63
3365,600072.XSHG,8.41
3366,300281.XSHE,4.8
3367,002893.XSHE,16.64
3368,002821.XSHE,70.86
3369,300559.XSHE,42.9
3370,300642.XSHE,42.77
3371,000963.XSHE,45.19
3372,002383.XSHE,16.29
3373,600726.XSHG,2.61
3374,002081.XSHE,9.24
3375,000959.XSHE,4.28
3376,002817.XSHE,18.37
3377,300750.XSHE,63.26
3378,000887.XSHE,11.17
3379,600361.XSHG,3.86
3380,000400.XSHE,7.51
3381,600063.XSHG,2.81
3382,300481.XSHE,12.18
3383,002453.XSHE,4.88
3384,002106.XSHE,6.4
3385,002431.XSHE,5.08
3386,600395.XSHG,5.68
3387,002023.XSHE,11.25
3388,600196.XSHG,28.13
3389,002707.XSHE,8.69
3390,601211.XSHG,14.62
3391,300442.XSHE,15.27
3392,600068.XSHG,6.97
3393,600501.XSHG,7.14
3394,300033.XSHE,37.69
3395,300427.XSHE,12.47
3396,002131.XSHE,1.95
3397,300201.XSHE,4.17
3398,002045.XSHE,5.24
3399,601118.XSHG,6.62
3400,600160.XSHG,7.43
3401,603300.XSHG,5.02
3402,002279.XSHE,9.45
3403,600620.XSHG,6.08
3404,600248.XSHG,4.46
3405,603025.XSHG,14.03
3406,002150.XSHE,6.16
3407,603331.XSHG,15.4
3408,600482.XSHG,19.59
3409,300533.XSHE,33.18
3410,002046.XSHE,6.89
3411,300381.XSHE,7.57
3412,002444.XSHE,10.3
3413,300554.XSHE,24.13
3414,300654.XSHE,13.88
3415,601018.XSHG,4.02
3416,300338.XSHE,9.0
3417,600363.XSHG,8.34
3418,300279.XSHE,6.42
3419,600074.XSHG,1.32
3420,000818.XSHE,10.25
3421,600351.XSHG,7.4
3422,002603.XSHE,12.75
3423,002252.XSHE,19.54
3424,600676.XSHG,4.84
3425,600867.XSHG,16.42
3426,000532.XSHE,8.61
3427,002051.XSHE,15.62
3428,000812.XSHE,3.23
3429,002477.XSHE,3.29
3430,603879.XSHG,10.19
3431,300049.XSHE,10.06
3432,000668.XSHE,9.01
3433,002218.XSHE,3.16
3434,603708.XSHG,22.07
3435,600054.XSHG,11.16
3436,300036.XSHE,23.4
3437,600837.XSHG,8.53
3438,300472.XSHE,15.49
3439,300277.XSHE,6.47
3440,600502.XSHG,3.95
3441,600826.XSHG,14.19
3442,600883.XSHG,6.36
3443,000009.XSHE,4.59
3444,600236.XSHG,5.7
3445,600959.XSHG,4.46
3446,300242.XSHE,4.95
3447,600624.XSHG,4.87
3448,600406.XSHG,15.89
3449,600674.XSHG,8.05
3450,603333.XSHG,5.72
3451,603063.XSHG,7.36
3452,002502.XSHE,5.82
3453,600360.XSHG,6.08
3454,601886.XSHG,7.29
3455,300718.XSHE,15.65
3456,002921.XSHE,35.22
3457,600547.XSHG,22.31
3458,601567.XSHG,6.77
3459,000022.XSHE,18.65
3460,002863.XSHE,6.42
3461,600348.XSHG,5.65
3462,002406.XSHE,5.85
3463,002227.XSHE,10.98
3464,300684.XSHE,49.97
3465,300058.XSHE,5.18
3466,000799.XSHE,19.47
3467,300476.XSHE,15.15
3468,000852.XSHE,9.55
3469,002795.XSHE,15.19
3470,002488.XSHE,10.04
3471,002040.XSHE,8.7
3472,300453.XSHE,9.51
3473,603699.XSHG,13.07
3474,603833.XSHG,95.51
3475,300573.XSHE,15.87
3476,002189.XSHE,12.42
3477,000628.XSHE,8.96
3478,300679.XSHE,27.2
3479,300545.XSHE,19.28
3480,002918.XSHE,19.39
3481,300402.XSHE,9.65
3482,600963.XSHG,4.85
3483,600863.XSHG,2.24
3484,002211.XSHE,4.74
3485,000415.XSHE,3.53
3486,002481.XSHE,3.1
3487,603101.XSHG,11.97
3488,600990.XSHG,39.49
3489,300020.XSHE,8.22
3490,603069.XSHG,7.26
3491,000622.XSHE,3.14
3492,600206.XSHG,7.81
3493,601688.XSHG,15.27
3494,000830.XSHE,15.3
3495,600039.XSHG,3.49
3496,002616.XSHE,5.02
3497,002907.XSHE,23.62
3498,002633.XSHE,8.01
3499,002423.XSHE,9.39
3500,002008.XSHE,42.77
3501,300610.XSHE,10.9
3502,000802.XSHE,9.65
3503,600570.XSHG,56.12
3504,300104.XSHE,3.43
3505,002621.XSHE,18.03
3506,000426.XSHE,6.41
3507,603306.XSHG,16.04
3508,002418.XSHE,3.13
3509,002735.XSHE,27.99
3510,300599.XSHE,10.72
3511,002325.XSHE,3.41
3512,300230.XSHE,4.6
3513,002152.XSHE,5.74
3514,300673.XSHE,52.0
3515,600460.XSHG,11.35
3516,600153.XSHG,8.16
3517,600488.XSHG,3.89
3518,300647.XSHE,18.66
3519,600629.XSHG,12.54
3520,600301.XSHG,5.09
3521,002253.XSHE,14.22
3522,603606.XSHG,8.97
3523,603367.XSHG,19.22
3524,002002.XSHE,2.9
3525,000935.XSHE,15.15
3526,300399.XSHE,11.3
3527,002598.XSHE,6.88
3528,600192.XSHG,4.63
3529,300526.XSHE,12.68
3530,603933.XSHG,18.86
3531,002095.XSHE,31.18
3532,000546.XSHE,10.8
3533,603002.XSHG,4.26
